시도 구분,시군구 구분,특수진료실 구분1,특수진료실 구분2,병실 수,병상 수
광주,남구,기타,모자동실,1,-
대전,유성구,기타,모자동실,1,-
대전,대덕구,기타,모자동실,2,-
대전,서구,기타,모자동실,6,-
대전,동구,기타,모자동실,2,-
대전,중구,기타,모자동실,2,-
울산,남구,기타,모자동실,4,-
울산,동구,기타,모자동실,2,-
울산,중구,기타,모자동실,1,-
울산,북구,기타,모자동실,0,-
울산,울주군,기타,모자동실,0,-
세종,세종시,기타,모자동실,1,-
경기,가평군,기타,모자동실,0,-
경기,양평군,기타,모자동실,1,-
경기,여주시,기타,모자동실,0,-
경기,연천군,기타,모자동실,0,-
경기,광명시,기타,모자동실,3,-
경기,동두천시,기타,모자동실,0,-
경기,부천시,기타,모자동실,6,-
경기,성남시 수정구,기타,모자동실,1,-
경기,성남시 중원구,기타,모자동실,1,-
경기,성남시 분당구,기타,모자동실,5,-
경기,수원시 권선구,기타,모자동실,2,-
경기,수원시 장안구,기타,모자동실,1,-
경기,수원시 팔달구,기타,모자동실,2,-
경기,수원시 영통구,기타,모자동실,5,-
경기,안양시 만안구,기타,모자동실,1,-
경기,안양시 동안구,기타,모자동실,2,-
경기,의정부시,기타,모자동실,2,-
경기,과천시,기타,모자동실,0,-
경기,구리시,기타,모자동실,3,-
경기,안산시 단원구,기타,모자동실,2,-
경기,안산시 상록구,기타,모자동실,2,-
경기,평택시,기타,모자동실,4,-
경기,하남시,기타,모자동실,0,-
경기,군포시,기타,모자동실,1,-
경기,남양주시,기타,모자동실,2,-
경기,의왕시,기타,모자동실,0,-
경기,시흥시,기타,모자동실,0,-
경기,오산시,기타,모자동실,1,-
경기,고양시 덕양구,기타,모자동실,1,-
경기,고양시 일산 서구,기타,모자동실,2,-
경기,고양시 일산 동구,기타,모자동실,6,-
경기,용인기흥구,기타,모자동실,0,-
경기,용인수지구,기타,모자동실,1,-
경기,용인처인구,기타,모자동실,1,-
경기,이천시,기타,모자동실,1,-
경기,파주시,기타,모자동실,2,-
경기,김포시,기타,모자동실,3,-
경기,안성시,기타,모자동실,0,-
경기,화성시,기타,모자동실,4,-
경기,광주시,기타,모자동실,2,-
경기,양주시,기타,모자동실,0,-
경기,포천시,기타,모자동실,0,-
강원,고성군,기타,모자동실,0,-
강원,양구군,기타,모자동실,0,-
강원,양양군,기타,모자동실,0,-
강원,영월군,기타,모자동실,0,-
강원,인제군,기타,모자동실,0,-
강원,정선군,기타,모자동실,0,-
강원,철원군,기타,모자동실,0,-
강원,평창군,기타,모자동실,0,-
강원,홍천군,기타,모자동실,1,-
강원,화천군,기타,모자동실,0,-
강원,횡성군,기타,모자동실,0,-
강원,강릉시,기타,모자동실,2,-
강원,동해시,기타,모자동실,0,-
강원,속초시,기타,모자동실,1,-
강원,원주시,기타,모자동실,1,-
강원,춘천시,기타,모자동실,1,-
강원,태백시,기타,모자동실,1,-
강원,삼척시,기타,모자동실,0,-
충북,괴산군,기타,모자동실,0,-
충북,단양군,기타,모자동실,0,-
충북,보은군,기타,모자동실,0,-
충북,영동군,기타,모자동실,1,-
충북,옥천군,기타,모자동실,0,-
충북,음성군,기타,모자동실,0,-
충북,진천군,기타,모자동실,0,-
충북,증평군,기타,모자동실,0,-
충북,청주시 상당구,기타,모자동실,1,-
충북,청주시 흥덕구,기타,모자동실,2,-
충북,청주시 청원구,기타,모자동실,1,-
충북,청주시 서원구,기타,모자동실,4,-
충북,충주시,기타,모자동실,2,-
충북,제천시,기타,모자동실,2,-
충남,금산군,기타,모자동실,0,-
충남,당진시,기타,모자동실,0,-
충남,부여군,기타,모자동실,0,-
충남,서천군,기타,모자동실,0,-
충남,예산군,기타,모자동실,0,-
충남,청양군,기타,모자동실,0,-
충남,홍성군,기타,모자동실,1,-
충남,태안군,기타,모자동실,0,-
충남,천안시 서북구,기타,모자동실,7,-
충남,천안시 동남구,기타,모자동실,1,-
충남,공주시,기타,모자동실,3,-
충남,보령시,기타,모자동실,0,-
충남,아산시,기타,모자동실,3,-
충남,서산시,기타,모자동실,1,-
충남,논산시,기타,모자동실,1,-
충남,계룡시,기타,모자동실,0,-
전북,고창군,기타,모자동실,0,-
전북,무주군,기타,모자동실,0,-
전북,부안군,기타,모자동실,0,-
전북,순창군,기타,모자동실,0,-
전북,완주군,기타,모자동실,0,-
전북,임실군,기타,모자동실,0,-
전북,장수군,기타,모자동실,0,-
전북,진안군,기타,모자동실,0,-
전북,군산시,기타,모자동실,2,-
전북,남원시,기타,모자동실,1,-
전북,익산시,기타,모자동실,4,-
전북,전주시 완산구,기타,모자동실,3,-
전북,전주시 덕진구,기타,모자동실,2,-
전북,정읍시,기타,모자동실,0,-
전북,김제시,기타,모자동실,1,-
전남,강진군,기타,모자동실,0,-
전남,고흥군,기타,모자동실,1,-
전남,곡성군,기타,모자동실,0,-
전남,구례군,기타,모자동실,0,-
전남,담양군,기타,모자동실,0,-
전남,무안군,기타,모자동실,0,-
전남,보성군,기타,모자동실,0,-
전남,신안군,기타,모자동실,0,-
전남,영광군,기타,모자동실,1,-
전남,영암군,기타,모자동실,0,-
전남,완도군,기타,모자동실,0,-
전남,장성군,기타,모자동실,0,-
전남,장흥군,기타,모자동실,0,-
전남,진도군,기타,모자동실,0,-
전남,함평군,기타,모자동실,0,-
전남,해남군,기타,모자동실,0,-
전남,화순군,기타,모자동실,0,-
전남,나주시,기타,모자동실,0,-
전남,목포시,기타,모자동실,1,-
전남,순천시,기타,모자동실,1,-
전남,여수시,기타,모자동실,2,-
전남,광양시,기타,모자동실,1,-
경북,고령군,기타,모자동실,0,-
경북,군위군,기타,모자동실,0,-
경북,봉화군,기타,모자동실,0,-
경북,성주군,기타,모자동실,0,-
경북,영덕군,기타,모자동실,0,-
경북,영양군,기타,모자동실,0,-
경북,예천군,기타,모자동실,1,-
경북,울릉군,기타,모자동실,0,-
경북,울진군,기타,모자동실,1,-
경북,의성군,기타,모자동실,0,-
경북,청도군,기타,모자동실,0,-
경북,청송군,기타,모자동실,0,-
경북,칠곡군,기타,모자동실,0,-
경북,경주시,기타,모자동실,1,-
경북,구미시,기타,모자동실,0,-
경북,김천시,기타,모자동실,0,-
경북,안동시,기타,모자동실,0,-
경북,영주시,기타,모자동실,1,-
경북,영천시,기타,모자동실,0,-
경북,포항시 남구,기타,모자동실,0,-
경북,포항시 북구,기타,모자동실,2,-
경북,문경시,기타,모자동실,0,-
경북,상주시,기타,모자동실,0,-
경북,경산시,기타,모자동실,0,-
경남,거창군,기타,모자동실,0,-
경남,고성군,기타,모자동실,0,-
경남,남해군,기타,모자동실,0,-
경남,산청군,기타,모자동실,0,-
경남,의령군,기타,모자동실,0,-
경남,창녕군,기타,모자동실,0,-
경남,하동군,기타,모자동실,0,-
경남,함안군,기타,모자동실,0,-
경남,함양군,기타,모자동실,0,-
경남,합천군,기타,모자동실,0,-
경남,김해시,기타,모자동실,0,-
경남,사천시,기타,모자동실,0,-
경남,진주시,기타,모자동실,3,-
경남,창원시 마산회원구,기타,모자동실,0,-
경남,창원시 마산합포구,기타,모자동실,1,-
경남,창원시 진해구,기타,모자동실,1,-
경남,창원시 의창구,기타,모자동실,0,-
경남,창원시 성산구,기타,모자동실,1,-
경남,통영시,기타,모자동실,0,-
경남,밀양시,기타,모자동실,0,-
경남,거제시,기타,모자동실,1,-
경남,양산시,기타,모자동실,3,-
제주,서귀포시,기타,모자동실,1,-
제주,제주시,기타,모자동실,11,-
서울,강남구,기타,조제실,48,-
서울,강동구,기타,조제실,36,-
서울,강서구,기타,조제실,32,-
서울,관악구,기타,조제실,15,-
서울,구로구,기타,조제실,23,-
서울,도봉구,기타,조제실,25,-
서울,동대문구,기타,조제실,66,-
서울,동작구,기타,조제실,16,-
서울,마포구,기타,조제실,9,-
서울,서대문구,기타,조제실,17,-
서울,성동구,기타,조제실,20,-
서울,성북구,기타,조제실,26,-
서울,영등포구,기타,조제실,40,-
서울,용산구,기타,조제실,9,-
서울,은평구,기타,조제실,31,-
서울,종로구,기타,조제실,42,-
서울,중구,기타,조제실,7,-
서울,송파구,기타,조제실,30,-
서울,중랑구,기타,조제실,39,-
서울,양천구,기타,조제실,15,-
서울,서초구,기타,조제실,29,-
서울,노원구,기타,조제실,25,-
서울,광진구,기타,조제실,19,-
서울,강북구,기타,조제실,21,-
서울,금천구,기타,조제실,22,-
부산,남구,기타,조제실,32,-
부산,동구,기타,조제실,26,-
부산,동래구,기타,조제실,28,-
부산,진구,기타,조제실,30,-
부산,북구,기타,조제실,24,-
부산,서구,기타,조제실,16,-
부산,영도구,기타,조제실,9,-
부산,중구,기타,조제실,11,-
부산,해운대구,기타,조제실,38,-
부산,사하구,기타,조제실,60,-
부산,금정구,기타,조제실,15,-
부산,강서구,기타,조제실,7,-
부산,연제구,기타,조제실,23,-
부산,수영구,기타,조제실,24,-
부산,사상구,기타,조제실,12,-
부산,기장군,기타,조제실,13,-
대구,남구,기타,조제실,22,-
대구,동구,기타,조제실,26,-
대구,북구,기타,조제실,41,-
대구,서구,기타,조제실,40,-
대구,수성구,기타,조제실,48,-
대구,중구,기타,조제실,31,-
대구,달서구,기타,조제실,77,-
대구,달성군,기타,조제실,18,-
인천,미추홀구,기타,조제실,23,-
인천,동구,기타,조제실,3,-
인천,부평구,기타,조제실,19,-
인천,중구,기타,조제실,10,-
인천,서구,기타,조제실,23,-
인천,남동구,기타,조제실,54,-
인천,연수구,기타,조제실,12,-
인천,계양구,기타,조제실,18,-
인천,강화군,기타,조제실,11,-
인천,옹진군,기타,조제실,2,-
광주,동구,기타,조제실,17,-
광주,북구,기타,조제실,60,-
광주,서구,기타,조제실,28,-
광주,광산구,기타,조제실,27,-
광주,남구,기타,조제실,30,-
대전,유성구,기타,조제실,41,-
대전,대덕구,기타,조제실,18,-
대전,서구,기타,조제실,71,-
대전,동구,기타,조제실,34,-
대전,중구,기타,조제실,65,-
울산,남구,기타,조제실,39,-
울산,동구,기타,조제실,3,-
울산,중구,기타,조제실,15,-
울산,북구,기타,조제실,22,-
울산,울주군,기타,조제실,18,-
세종,세종시,기타,조제실,40,-
경기,가평군,기타,조제실,19,-
경기,양평군,기타,조제실,7,-
경기,여주시,기타,조제실,9,-
경기,연천군,기타,조제실,5,-
경기,광명시,기타,조제실,67,-
경기,동두천시,기타,조제실,17,-
경기,부천시,기타,조제실,69,-
경기,성남시 수정구,기타,조제실,18,-
경기,성남시 중원구,기타,조제실,15,-
경기,성남시 분당구,기타,조제실,23,-
경기,수원시 권선구,기타,조제실,18,-
경기,수원시 장안구,기타,조제실,18,-
경기,수원시 팔달구,기타,조제실,39,-
경기,수원시 영통구,기타,조제실,22,-
경기,안양시 만안구,기타,조제실,38,-
경기,안양시 동안구,기타,조제실,32,-
경기,의정부시,기타,조제실,20,-
경기,과천시,기타,조제실,2,-
경기,구리시,기타,조제실,25,-
경기,안산시 단원구,기타,조제실,17,-
경기,안산시 상록구,기타,조제실,19,-
경기,평택시,기타,조제실,35,-
경기,하남시,기타,조제실,13,-
경기,군포시,기타,조제실,33,-
경기,남양주시,기타,조제실,48,-
경기,의왕시,기타,조제실,7,-
경기,시흥시,기타,조제실,28,-
경기,오산시,기타,조제실,11,-
경기,고양시 덕양구,기타,조제실,14,-
경기,고양시 일산 서구,기타,조제실,6,-
경기,고양시 일산 동구,기타,조제실,37,-
경기,용인기흥구,기타,조제실,52,-
경기,용인수지구,기타,조제실,25,-
경기,용인처인구,기타,조제실,26,-
경기,이천시,기타,조제실,11,-
경기,파주시,기타,조제실,30,-
경기,김포시,기타,조제실,38,-
경기,안성시,기타,조제실,13,-
경기,화성시,기타,조제실,28,-
경기,광주시,기타,조제실,18,-
경기,양주시,기타,조제실,17,-
경기,포천시,기타,조제실,11,-
강원,고성군,기타,조제실,1,-
강원,양구군,기타,조제실,2,-
강원,양양군,기타,조제실,2,-
강원,영월군,기타,조제실,3,-
강원,인제군,기타,조제실,1,-
강원,정선군,기타,조제실,3,-
강원,철원군,기타,조제실,1,-
강원,평창군,기타,조제실,3,-
강원,홍천군,기타,조제실,4,-
강원,화천군,기타,조제실,0,-
강원,횡성군,기타,조제실,4,-
강원,강릉시,기타,조제실,25,-
강원,동해시,기타,조제실,10,-
강원,속초시,기타,조제실,7,-
강원,원주시,기타,조제실,27,-
강원,춘천시,기타,조제실,31,-
강원,태백시,기타,조제실,3,-
강원,삼척시,기타,조제실,6,-
충북,괴산군,기타,조제실,4,-
충북,단양군,기타,조제실,3,-
충북,보은군,기타,조제실,4,-
충북,영동군,기타,조제실,8,-
충북,옥천군,기타,조제실,9,-
충북,음성군,기타,조제실,6,-
충북,진천군,기타,조제실,13,-
충북,증평군,기타,조제실,8,-
충북,청주시 상당구,기타,조제실,16,-
충북,청주시 흥덕구,기타,조제실,69,-
충북,청주시 청원구,기타,조제실,32,-
충북,청주시 서원구,기타,조제실,34,-
충북,충주시,기타,조제실,19,-
충북,제천시,기타,조제실,20,-
충남,금산군,기타,조제실,3,-
충남,당진시,기타,조제실,15,-
충남,부여군,기타,조제실,9,-
충남,서천군,기타,조제실,11,-
충남,예산군,기타,조제실,5,-
충남,청양군,기타,조제실,2,-
충남,홍성군,기타,조제실,13,-
충남,태안군,기타,조제실,5,-
충남,천안시 서북구,기타,조제실,70,-
충남,천안시 동남구,기타,조제실,27,-
충남,공주시,기타,조제실,14,-
충남,보령시,기타,조제실,6,-
충남,아산시,기타,조제실,27,-
충남,서산시,기타,조제실,13,-
충남,논산시,기타,조제실,16,-
충남,계룡시,기타,조제실,11,-
전북,고창군,기타,조제실,13,-
전북,무주군,기타,조제실,1,-
전북,부안군,기타,조제실,10,-
전북,순창군,기타,조제실,1,-
전북,완주군,기타,조제실,16,-
전북,임실군,기타,조제실,4,-
전북,장수군,기타,조제실,0,-
전북,진안군,기타,조제실,1,-
전북,군산시,기타,조제실,64,-
전북,남원시,기타,조제실,9,-
전북,익산시,기타,조제실,31,-
전북,전주시 완산구,기타,조제실,78,-
전북,전주시 덕진구,기타,조제실,58,-
전북,정읍시,기타,조제실,12,-
전북,김제시,기타,조제실,16,-
전남,강진군,기타,조제실,6,-
전남,고흥군,기타,조제실,9,-
전남,곡성군,기타,조제실,3,-
전남,구례군,기타,조제실,6,-
전남,담양군,기타,조제실,11,-
전남,무안군,기타,조제실,8,-
전남,보성군,기타,조제실,9,-
전남,신안군,기타,조제실,10,-
전남,영광군,기타,조제실,8,-
전남,영암군,기타,조제실,4,-
전남,완도군,기타,조제실,1,-
전남,장성군,기타,조제실,7,-
전남,장흥군,기타,조제실,9,-
전남,진도군,기타,조제실,7,-
전남,함평군,기타,조제실,4,-
전남,해남군,기타,조제실,6,-
전남,화순군,기타,조제실,18,-
전남,나주시,기타,조제실,15,-
전남,목포시,기타,조제실,42,-
전남,순천시,기타,조제실,30,-
전남,여수시,기타,조제실,29,-
전남,광양시,기타,조제실,12,-
경북,고령군,기타,조제실,3,-
경북,군위군,기타,조제실,4,-
경북,봉화군,기타,조제실,1,-
경북,성주군,기타,조제실,12,-
경북,영덕군,기타,조제실,3,-
경북,영양군,기타,조제실,6,-
경북,예천군,기타,조제실,3,-
경북,울릉군,기타,조제실,0,-
경북,울진군,기타,조제실,7,-
경북,의성군,기타,조제실,6,-
경북,청도군,기타,조제실,7,-
경북,청송군,기타,조제실,3,-
경북,칠곡군,기타,조제실,7,-
경북,경주시,기타,조제실,24,-
경북,구미시,기타,조제실,26,-
경북,김천시,기타,조제실,7,-
경북,안동시,기타,조제실,42,-
경북,영주시,기타,조제실,8,-
경북,영천시,기타,조제실,14,-
경북,포항시 남구,기타,조제실,21,-
경북,포항시 북구,기타,조제실,36,-
경북,문경시,기타,조제실,11,-
경북,상주시,기타,조제실,12,-
경북,경산시,기타,조제실,25,-
경남,거창군,기타,조제실,7,-
경남,고성군,기타,조제실,8,-
경남,남해군,기타,조제실,6,-
경남,산청군,기타,조제실,0,-
경남,의령군,기타,조제실,5,-
경남,창녕군,기타,조제실,11,-
경남,하동군,기타,조제실,5,-
경남,함안군,기타,조제실,9,-
경남,함양군,기타,조제실,3,-
경남,합천군,기타,조제실,3,-
경남,김해시,기타,조제실,69,-
경남,사천시,기타,조제실,12,-
경남,진주시,기타,조제실,36,-
경남,창원시 마산회원구,기타,조제실,19,-
경남,창원시 마산합포구,기타,조제실,27,-
경남,창원시 진해구,기타,조제실,10,-
경남,창원시 의창구,기타,조제실,11,-
경남,창원시 성산구,기타,조제실,12,-
경남,통영시,기타,조제실,18,-
경남,밀양시,기타,조제실,28,-
경남,거제시,기타,조제실,24,-
경남,양산시,기타,조제실,57,-
제주,서귀포시,기타,조제실,10,-
제주,제주시,기타,조제실,34,-
서울,강남구,기타,탕전실 실내보유,175,-
서울,강동구,기타,탕전실 실내보유,140,-
서울,강서구,기타,탕전실 실내보유,143,-
서울,관악구,기타,탕전실 실내보유,127,-
서울,구로구,기타,탕전실 실내보유,73,-
서울,도봉구,기타,탕전실 실내보유,73,-
서울,동대문구,기타,탕전실 실내보유,111,-
서울,동작구,기타,탕전실 실내보유,90,-
서울,마포구,기타,탕전실 실내보유,79,-
서울,서대문구,기타,탕전실 실내보유,66,-
서울,성동구,기타,탕전실 실내보유,69,-
서울,성북구,기타,탕전실 실내보유,88,-
서울,영등포구,기타,탕전실 실내보유,103,-
서울,용산구,기타,탕전실 실내보유,40,-
서울,은평구,기타,탕전실 실내보유,127,-
서울,종로구,기타,탕전실 실내보유,84,-
서울,중구,기타,탕전실 실내보유,33,-
서울,송파구,기타,탕전실 실내보유,163,-
서울,중랑구,기타,탕전실 실내보유,96,-
서울,양천구,기타,탕전실 실내보유,138,-
서울,서초구,기타,탕전실 실내보유,110,-
서울,노원구,기타,탕전실 실내보유,103,-
서울,광진구,기타,탕전실 실내보유,99,-
서울,강북구,기타,탕전실 실내보유,69,-
서울,금천구,기타,탕전실 실내보유,54,-
부산,남구,기타,탕전실 실내보유,68,-
부산,동구,기타,탕전실 실내보유,37,-
부산,동래구,기타,탕전실 실내보유,88,-
부산,진구,기타,탕전실 실내보유,55,-
부산,북구,기타,탕전실 실내보유,65,-
부산,서구,기타,탕전실 실내보유,32,-
부산,영도구,기타,탕전실 실내보유,29,-
부산,중구,기타,탕전실 실내보유,23,-
부산,해운대구,기타,탕전실 실내보유,96,-
부산,사하구,기타,탕전실 실내보유,77,-
부산,금정구,기타,탕전실 실내보유,73,-
부산,강서구,기타,탕전실 실내보유,15,-
부산,연제구,기타,탕전실 실내보유,47,-
부산,수영구,기타,탕전실 실내보유,55,-
부산,사상구,기타,탕전실 실내보유,38,-
부산,기장군,기타,탕전실 실내보유,24,-
대구,남구,기타,탕전실 실내보유,50,-
대구,동구,기타,탕전실 실내보유,91,-
대구,북구,기타,탕전실 실내보유,106,-
대구,서구,기타,탕전실 실내보유,66,-
대구,수성구,기타,탕전실 실내보유,178,-
대구,중구,기타,탕전실 실내보유,52,-
대구,달서구,기타,탕전실 실내보유,161,-
대구,달성군,기타,탕전실 실내보유,55,-
인천,미추홀구,기타,탕전실 실내보유,63,-
인천,동구,기타,탕전실 실내보유,17,-
인천,부평구,기타,탕전실 실내보유,102,-
인천,중구,기타,탕전실 실내보유,15,-
인천,서구,기타,탕전실 실내보유,90,-
인천,남동구,기타,탕전실 실내보유,97,-
인천,연수구,기타,탕전실 실내보유,44,-
인천,계양구,기타,탕전실 실내보유,52,-
인천,강화군,기타,탕전실 실내보유,9,-
인천,옹진군,기타,탕전실 실내보유,0,-
광주,동구,기타,탕전실 실내보유,39,-
광주,북구,기타,탕전실 실내보유,106,-
광주,서구,기타,탕전실 실내보유,71,-
광주,광산구,기타,탕전실 실내보유,71,-
광주,남구,기타,탕전실 실내보유,49,-
대전,유성구,기타,탕전실 실내보유,66,-
대전,대덕구,기타,탕전실 실내보유,47,-
대전,서구,기타,탕전실 실내보유,115,-
대전,동구,기타,탕전실 실내보유,63,-
대전,중구,기타,탕전실 실내보유,78,-
울산,남구,기타,탕전실 실내보유,97,-
울산,동구,기타,탕전실 실내보유,23,-
울산,중구,기타,탕전실 실내보유,38,-
울산,북구,기타,탕전실 실내보유,25,-
울산,울주군,기타,탕전실 실내보유,29,-
세종,세종시,기타,탕전실 실내보유,63,-
경기,가평군,기타,탕전실 실내보유,17,-
경기,양평군,기타,탕전실 실내보유,21,-
경기,여주시,기타,탕전실 실내보유,22,-
경기,연천군,기타,탕전실 실내보유,8,-
경기,광명시,기타,탕전실 실내보유,67,-
경기,동두천시,기타,탕전실 실내보유,15,-
경기,부천시,기타,탕전실 실내보유,142,-
경기,성남시 수정구,기타,탕전실 실내보유,68,-
경기,성남시 중원구,기타,탕전실 실내보유,48,-
경기,성남시 분당구,기타,탕전실 실내보유,147,-
경기,수원시 권선구,기타,탕전실 실내보유,71,-
경기,수원시 장안구,기타,탕전실 실내보유,51,-
경기,수원시 팔달구,기타,탕전실 실내보유,51,-
경기,수원시 영통구,기타,탕전실 실내보유,68,-
경기,안양시 만안구,기타,탕전실 실내보유,58,-
경기,안양시 동안구,기타,탕전실 실내보유,81,-
경기,의정부시,기타,탕전실 실내보유,70,-
경기,과천시,기타,탕전실 실내보유,10,-
경기,구리시,기타,탕전실 실내보유,45,-
경기,안산시 단원구,기타,탕전실 실내보유,43,-
경기,안산시 상록구,기타,탕전실 실내보유,44,-
경기,평택시,기타,탕전실 실내보유,86,-
경기,하남시,기타,탕전실 실내보유,46,-
경기,군포시,기타,탕전실 실내보유,41,-
경기,남양주시,기타,탕전실 실내보유,123,-
경기,의왕시,기타,탕전실 실내보유,23,-
경기,시흥시,기타,탕전실 실내보유,58,-
경기,오산시,기타,탕전실 실내보유,34,-
경기,고양시 덕양구,기타,탕전실 실내보유,96,-
경기,고양시 일산 서구,기타,탕전실 실내보유,53,-
경기,고양시 일산 동구,기타,탕전실 실내보유,54,-
경기,용인기흥구,기타,탕전실 실내보유,78,-
경기,용인수지구,기타,탕전실 실내보유,76,-
경기,용인처인구,기타,탕전실 실내보유,39,-
경기,이천시,기타,탕전실 실내보유,44,-
경기,파주시,기타,탕전실 실내보유,58,-
경기,김포시,기타,탕전실 실내보유,71,-
경기,안성시,기타,탕전실 실내보유,26,-
경기,화성시,기타,탕전실 실내보유,96,-
경기,광주시,기타,탕전실 실내보유,57,-
경기,양주시,기타,탕전실 실내보유,21,-
경기,포천시,기타,탕전실 실내보유,17,-
강원,고성군,기타,탕전실 실내보유,4,-
강원,양구군,기타,탕전실 실내보유,3,-
강원,양양군,기타,탕전실 실내보유,3,-
강원,영월군,기타,탕전실 실내보유,5,-
강원,인제군,기타,탕전실 실내보유,4,-
강원,정선군,기타,탕전실 실내보유,5,-
강원,철원군,기타,탕전실 실내보유,7,-
강원,평창군,기타,탕전실 실내보유,9,-
강원,홍천군,기타,탕전실 실내보유,8,-
강원,화천군,기타,탕전실 실내보유,4,-
강원,횡성군,기타,탕전실 실내보유,11,-
강원,강릉시,기타,탕전실 실내보유,53,-
강원,동해시,기타,탕전실 실내보유,17,-
강원,속초시,기타,탕전실 실내보유,23,-
강원,원주시,기타,탕전실 실내보유,86,-
강원,춘천시,기타,탕전실 실내보유,56,-
강원,태백시,기타,탕전실 실내보유,7,-
강원,삼척시,기타,탕전실 실내보유,9,-
충북,괴산군,기타,탕전실 실내보유,4,-
충북,단양군,기타,탕전실 실내보유,4,-
충북,보은군,기타,탕전실 실내보유,6,-
충북,영동군,기타,탕전실 실내보유,13,-
충북,옥천군,기타,탕전실 실내보유,13,-
충북,음성군,기타,탕전실 실내보유,18,-
충북,진천군,기타,탕전실 실내보유,14,-
충북,증평군,기타,탕전실 실내보유,7,-
충북,청주시 상당구,기타,탕전실 실내보유,46,-
충북,청주시 흥덕구,기타,탕전실 실내보유,56,-
충북,청주시 청원구,기타,탕전실 실내보유,30,-
충북,청주시 서원구,기타,탕전실 실내보유,48,-
충북,충주시,기타,탕전실 실내보유,46,-
충북,제천시,기타,탕전실 실내보유,26,-
충남,금산군,기타,탕전실 실내보유,6,-
충남,당진시,기타,탕전실 실내보유,32,-
충남,부여군,기타,탕전실 실내보유,18,-
충남,서천군,기타,탕전실 실내보유,10,-
충남,예산군,기타,탕전실 실내보유,21,-
충남,청양군,기타,탕전실 실내보유,6,-
충남,홍성군,기타,탕전실 실내보유,17,-
충남,태안군,기타,탕전실 실내보유,12,-
충남,천안시 서북구,기타,탕전실 실내보유,78,-
충남,천안시 동남구,기타,탕전실 실내보유,49,-
충남,공주시,기타,탕전실 실내보유,22,-
충남,보령시,기타,탕전실 실내보유,31,-
충남,아산시,기타,탕전실 실내보유,50,-
충남,서산시,기타,탕전실 실내보유,26,-
충남,논산시,기타,탕전실 실내보유,26,-
충남,계룡시,기타,탕전실 실내보유,10,-
전북,고창군,기타,탕전실 실내보유,12,-
전북,무주군,기타,탕전실 실내보유,6,-
전북,부안군,기타,탕전실 실내보유,14,-
전북,순창군,기타,탕전실 실내보유,4,-
전북,완주군,기타,탕전실 실내보유,15,-
전북,임실군,기타,탕전실 실내보유,6,-
전북,장수군,기타,탕전실 실내보유,4,-
전북,진안군,기타,탕전실 실내보유,2,-
전북,군산시,기타,탕전실 실내보유,69,-
전북,남원시,기타,탕전실 실내보유,18,-
전북,익산시,기타,탕전실 실내보유,69,-
전북,전주시 완산구,기타,탕전실 실내보유,111,-
전북,전주시 덕진구,기타,탕전실 실내보유,78,-
전북,정읍시,기타,탕전실 실내보유,27,-
전북,김제시,기타,탕전실 실내보유,20,-
전남,강진군,기타,탕전실 실내보유,5,-
전남,고흥군,기타,탕전실 실내보유,19,-
전남,곡성군,기타,탕전실 실내보유,5,-
전남,구례군,기타,탕전실 실내보유,3,-
전남,담양군,기타,탕전실 실내보유,11,-
전남,무안군,기타,탕전실 실내보유,17,-
전남,보성군,기타,탕전실 실내보유,10,-
전남,신안군,기타,탕전실 실내보유,5,-
전남,영광군,기타,탕전실 실내보유,16,-
전남,영암군,기타,탕전실 실내보유,13,-
전남,완도군,기타,탕전실 실내보유,10,-
전남,장성군,기타,탕전실 실내보유,6,-
전남,장흥군,기타,탕전실 실내보유,10,-
전남,진도군,기타,탕전실 실내보유,9,-
전남,함평군,기타,탕전실 실내보유,5,-
전남,해남군,기타,탕전실 실내보유,5,-
전남,화순군,기타,탕전실 실내보유,8,-
전남,나주시,기타,탕전실 실내보유,22,-
전남,목포시,기타,탕전실 실내보유,52,-
전남,순천시,기타,탕전실 실내보유,47,-
전남,여수시,기타,탕전실 실내보유,50,-
전남,광양시,기타,탕전실 실내보유,24,-
경북,고령군,기타,탕전실 실내보유,10,-
경북,군위군,기타,탕전실 실내보유,5,-
경북,봉화군,기타,탕전실 실내보유,8,-
경북,성주군,기타,탕전실 실내보유,11,-
경북,영덕군,기타,탕전실 실내보유,6,-
경북,영양군,기타,탕전실 실내보유,3,-
경북,예천군,기타,탕전실 실내보유,10,-
경북,울릉군,기타,탕전실 실내보유,0,-
경북,울진군,기타,탕전실 실내보유,9,-
경북,의성군,기타,탕전실 실내보유,7,-
경북,청도군,기타,탕전실 실내보유,6,-
경북,청송군,기타,탕전실 실내보유,4,-
경북,칠곡군,기타,탕전실 실내보유,14,-
경북,경주시,기타,탕전실 실내보유,48,-
경북,구미시,기타,탕전실 실내보유,59,-
경북,김천시,기타,탕전실 실내보유,21,-
경북,안동시,기타,탕전실 실내보유,43,-
경북,영주시,기타,탕전실 실내보유,27,-
경북,영천시,기타,탕전실 실내보유,28,-
경북,포항시 남구,기타,탕전실 실내보유,54,-
경북,포항시 북구,기타,탕전실 실내보유,41,-
경북,문경시,기타,탕전실 실내보유,16,-
경북,상주시,기타,탕전실 실내보유,20,-
경북,경산시,기타,탕전실 실내보유,61,-
경남,거창군,기타,탕전실 실내보유,15,-
경남,고성군,기타,탕전실 실내보유,12,-
